 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1999
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"150360 Itaituba";75;23;10;28;45;33;34;46;34;23;351
"150370 Itupiranga";16;3;3;5;6;5;10;13;8;2;71
"150375 Jacareacanga";6;1;-;3;4;2;1;2;1;1;21
"150380 Jacundá";6;1;5;3;7;7;7;16;23;10;85
"150390 Juruti";9;2;-;7;3;4;1;7;17;19;69
"150400 Limoeiro do Ajuru";-;1;-;1;2;-;2;3;-;1;10
"150405 Mãe do Rio";30;2;3;11;5;3;6;13;9;17;99
"150410 Magalhães Barata";-;1;-;-;1;3;2;2;6;6;21
"150420 Marabá";112;38;23;65;77;74;84;112;108;85;778
"150430 Maracanã";-;-;-;5;3;3;7;9;17;23;67
"150440 Marapanim";2;-;-;2;1;2;4;5;8;20;44
"150442 Marituba";33;5;6;21;26;24;36;42;40;40;273
"150445 Medicilândia";9;-;-;3;3;3;3;3;3;2;29
"150450 Melgaço";2;2;-;-;1;-;1;-;1;3;10
"150460 Mocajuba";3;2;-;1;1;1;3;-;1;8;20
"150470 Moju";12;2;4;5;6;8;3;11;16;17;84
"150480 Monte Alegre";5;-;3;4;6;8;9;18;24;24;101
"150490 Muaná";13;4;2;2;-;6;7;6;7;25;72
"150495 Nova Esperança do Piriá";1;-;1;1;-;-;1;-;-;-;4
"150497 Nova Ipixuna";1;-;1;-;3;4;-;2;2;1;14
"150500 Nova Timboteua";-;-;1;2;-;-;2;4;8;21;38
"150503 Novo Progresso";2;-;1;3;7;5;2;4;5;-;29
"150506 Novo Repartimento";12;2;-;11;10;11;7;10;3;1;67
"150510 Óbidos";7;-;1;11;6;9;16;26;31;48;155
"150520 Oeiras do Pará";-;-;3;1;-;-;-;1;3;4;12
"150530 Oriximiná";30;8;5;10;7;8;20;28;37;44;197
"150540 Ourém";-;1;-;1;-;1;1;1;1;4;10
"150543 Ourilândia do Norte";2;-;-;-;2;5;7;4;1;2;23
"150548 Pacajá";6;3;2;6;4;3;9;11;8;2;54
"150549 Palestina do Pará";3;-;-;3;2;4;3;1;9;3;28
"150550 Paragominas";71;12;14;31;27;21;18;22;23;9;248
"150553 Parauapebas";102;17;14;25;33;24;26;30;26;15;312
"150555 Pau D'Arco";-;-;1;-;-;-;-;-;1;-;2
"150560 Peixe-Boi";-;-;-;1;-;1;-;6;3;5;16
"150563 Piçarra";2;-;1;-;-;1;-;2;2;2;10
"150565 Placas";-;-;-;1;3;3;1;1;-;3;12
"150570 Ponta de Pedras";1;-;-;-;1;1;-;-;2;-;5
"150580 Portel";11;2;1;9;4;1;8;7;8;15;66
"150590 Porto de Moz";9;3;3;4;2;1;4;4;2;10;42
"150600 Prainha";8;4;3;3;-;-;2;3;6;5;34
"150610 Primavera";-;2;-;1;2;-;2;5;8;11;31
"150611 Quatipuru";4;1;-;-;2;3;8;12;9;9;48
"150613 Redenção";45;6;7;17;29;31;37;30;32;10;244
"150616 Rio Maria";7;1;1;5;4;6;8;9;9;5;55
"150618 Rondon do Pará";22;3;5;13;10;14;16;15;21;15;134
"150619 Rurópolis";10;-;1;2;6;4;6;4;3;9;45
"150620 Salinópolis";14;5;5;4;8;5;10;22;22;36;131
"150630 Salvaterra";2;1;-;2;1;5;4;8;7;8;38
"150635 Santa Bárbara do Pará";-;-;1;1;2;-;2;1;-;2;9
"150640 Santa Cruz do Arari";2;-;-;-;-;-;1;-;1;1;5
"150650 Santa Izabel do Pará";26;2;4;13;9;10;17;30;38;34;183
"150655 Santa Luzia do Pará";1;1;-;1;4;6;5;2;8;9;37
"150658 Santa Maria das Barreiras";1;1;-;1;6;2;2;2;2;4;21
"150660 Santa Maria do Pará";1;1;3;3;5;6;6;13;12;14;64
"150670 Santana do Araguaia";1;-;2;6;3;4;-;5;-;-;21
"150680 Santarém";102;20;24;30;34;64;76;118;144;187;799
"150690 Santarém Novo";2;-;1;1;-;-;-;2;1;5;12
"150700 Santo Antônio do Tauá";2;1;-;4;1;1;3;6;5;11;34
"150710 São Caetano de Odivelas";3;1;-;-;1;2;2;7;4;18;38
"150715 São Domingos do Araguaia";8;3;-;4;5;6;4;7;12;6;55
"150720 São Domingos do Capim";-;1;-;1;1;1;2;8;8;9;31
"150730 São Félix do Xingu";13;2;2;4;5;5;4;12;3;2;52
"150740 São Francisco do Pará";-;-;1;-;1;2;6;2;4;6;22
"150745 São Geraldo do Araguaia";11;4;-;2;3;7;5;3;10;6;51
"150747 São João de Pirabas";-;-;-;4;-;3;5;3;12;12;39
"150750 São João do Araguaia";7;1;-;-;1;3;2;1;1;4;20
"150760 São Miguel do Guamá";30;4;-;4;3;5;17;13;17;32;125
"150770 São Sebastião da Boa Vista";11;1;1;2;7;1;4;4;2;16;49
"150775 Sapucaia";-;1;1;1;-;1;2;1;1;1;9
"150780 Senador José Porfírio";3;-;-;2;1;1;-;-;-;-;7
"150790 Soure";14;6;3;5;3;5;12;18;20;22;108
"150795 Tailândia";53;8;9;19;17;9;18;9;10;9;161
"150796 Terra Alta";-;-;1;1;-;1;-;3;-;1;7
"150797 Terra Santa";11;5;-;-;1;4;4;5;18;16;64
"150800 Tomé-Açu";1;2;1;13;9;7;3;6;5;4;51
"150803 Tracuateua";5;2;1;2;1;1;4;6;13;5;40
"150805 Trairão";1;-;-;2;1;1;1;1;1;2;10
"150808 Tucumã";2;4;4;6;6;11;10;4;1;1;49
"150810 Tucuruí";65;9;13;38;32;40;30;52;47;23;349
"150812 Ulianópolis";6;3;3;1;4;3;4;3;-;-;27
"150815 Uruará";18;3;2;13;3;6;11;5;5;3;69
"150820 Vigia";3;2;3;3;4;4;9;17;17;42;104
"150830 Viseu";14;4;2;2;6;10;4;3;9;14;68
"150835 Vitória do Xingu";2;-;1;4;2;-;-;-;2;3;14
"150840 Xinguara";4;2;3;5;6;5;15;12;19;11;82
"160020 Calçoene";-;1;2;3;-;2;-;-;-;-;8
"160021 Cutias";-;-;-;-;-;-;1;-;-;-;1
"160023 Ferreira Gomes";-;1;-;3;-;-;-;-;-;1;5
"160027 Laranjal do Jari";-;-;2;1;4;3;-;5;-;-;15
"160030 Macapá";349;37;87;147;133;113;115;146;178;218;1523
"160040 Mazagão";-;-;1;-;-;-;-;-;1;-;2
"160050 Oiapoque";-;-;-;-;-;-;1;-;-;-;1
"160053 Porto Grande";1;-;-;1;1;1;-;-;1;-;5
"160060 Santana";15;3;4;10;10;6;3;7;8;16;82
"160005 Serra do Navio";-;-;-;1;1;-;-;-;-;-;2
"160080 Vitória do Jari";-;-;-;-;-;1;-;-;-;-;1
"170025 Abreulândia";-;-;-;-;-;-;-;-;1;3;4
"170030 Aguiarnópolis";-;-;-;-;-;-;1;1;-;-;2
"170035 Aliança do Tocantins";-;-;2;4;2;-;1;3;1;1;14
"170040 Almas";2;1;-;-;-;3;4;3;1;3;17
"170070 Alvorada";2;2;-;1;3;7;4;4;8;7;38
"170100 Ananás";6;1;2;3;3;4;4;3;8;5;39
"170105 Angico";-;-;-;1;1;-;-;-;1;3;6
"170110 Aparecida do Rio Negro";1;-;1;1;-;-;1;5;2;1;12
"170130 Aragominas";-;-;-;-;-;2;-;3;1;-;6
"170190 Araguacema";1;1;1;2;-;3;1;-;-;2;11
"170200 Araguaçu";1;-;1;4;4;2;1;9;10;8;40
"170210 Araguaína";165;35;34;86;103;98;113;167;172;119;1092
"170215 Araguanã";-;-;1;2;3;3;-;1;2;3;15
"170220 Araguatins";17;5;-;3;-;1;4;13;11;6;60
"170230 Arapoema";4;1;-;1;-;1;2;2;2;3;16
"170240 Arraias";6;2;3;1;3;4;4;9;7;9;48
"170255 Augustinópolis";28;6;1;8;5;7;7;7;13;9;91
"170270 Aurora do Tocantins";-;-;1;-;1;-;1;3;1;4;11
"170290 Axixá do Tocantins";1;-;-;2;-;-;3;9;9;3;27
"170300 Babaçulândia";1;-;-;-;2;1;6;2;5;3;20
"170305 Bandeirantes do Tocantins";-;-;-;-;-;1;-;1;1;-;3
"170307 Barra do Ouro";-;-;-;-;-;1;1;1;3;4;10
"170310 Barrolândia";1;-;1;2;-;1;-;1;3;7;16
"170320 Bernardo Sayão";-;-;-;1;1;1;1;3;-;-;7
"170330 Bom Jesus do Tocantins";-;-;-;-;-;-;-;1;-;1;2
"170360 Brasilândia do Tocantins";-;-;-;-;-;-;-;1;1;-;2
"170370 Brejinho de Nazaré";1;-;1;1;-;-;-;1;5;9;18
"170380 Buriti do Tocantins";-;1;-;-;-;3;1;5;4;1;15
"170382 Cachoeirinha";-;-;-;-;-;-;-;1;2;-;3
"170384 Campos Lindos";1;1;-;-;1;-;-;1;1;1;6
"170386 Cariri do Tocantins";-;1;-;1;1;-;-;-;-;1;4
"170388 Carmolândia";-;-;-;1;1;-;-;1;1;2;6
"170389 Carrasco Bonito";1;-;-;1;-;-;-;1;2;2;7
"170390 Caseara";-;-;-;1;-;-;-;-;1;1;3
"170410 Centenário";-;-;1;-;-;1;-;-;1;2;5
"170510 Chapada da Natividade";-;-;-;-;-;-;1;-;-;1;2
"170460 Chapada de Areia";-;-;-;-;-;1;-;-;-;-;1
"170550 Colinas do Tocantins";13;1;1;5;5;10;10;21;12;22;100
"171670 Colméia";1;1;3;-;-;4;3;5;8;6;31
"170555 Combinado";1;-;-;-;-;2;-;3;4;5;15
"170560 Conceição do Tocantins";-;-;-;2;-;1;-;1;2;2;8
"170600 Couto Magalhães";-;-;-;-;-;1;1;2;-;-;4
"170610 Cristalândia";-;-;-;4;-;-;-;2;8;6;20
"170625 Crixás do Tocantins";-;-;-;2;1;-;-;-;-;1;4
"170650 Darcinópolis";1;-;1;-;-;1;-;1;2;5;11
"170700 Dianópolis";17;2;2;3;3;4;7;11;6;4;59
"170710 Divinópolis do Tocantins";-;-;1;-;1;-;-;2;2;1;7
"170720 Dois Irmãos do Tocantins";1;-;-;-;-;1;1;-;3;4;10
"170730 Dueré";-;-;2;1;1;-;-;4;1;2;11
"170740 Esperantina";3;2;-;-;2;-;2;-;2;1;12
"170755 Fátima";1;-;-;1;-;1;1;3;1;4;12
"170765 Figueirópolis";3;1;-;2;-;2;4;5;2;3;22
"170770 Filadélfia";-;-;-;1;-;1;-;1;2;2;7
"170820 Formoso do Araguaia";2;-;1;4;2;4;4;5;3;3;28
"170825 Fortaleza do Tabocão";-;1;1;2;-;-;-;-;1;1;6
"170830 Goianorte";-;-;-;1;-;3;-;1;3;2;10
"170900 Goiatins";-;-;-;2;-;1;2;4;3;10;22
"170930 Guaraí";8;-;2;7;4;9;7;16;17;22;92
"170950 Gurupi";49;10;10;32;28;40;39;56;55;55;374
"170980 Ipueiras";-;-;-;-;-;-;-;1;-;-;1
"171050 Itacajá";1;1;-;-;-;2;2;2;4;5;17
"171070 Itaguatins";-;-;-;-;1;1;4;2;3;4;15
"171090 Itapiratins";-;-;-;1;1;1;1;1;-;-;5
"171110 Itaporã do Tocantins";1;-;-;1;-;1;1;3;1;-;8
"171150 Jaú do Tocantins";-;-;2;-;1;-;1;1;2;1;8
"171180 Juarina";-;-;-;-;2;1;-;-;-;1;4
"171190 Lagoa da Confusão";-;-;-;1;4;1;2;1;3;-;12
"171195 Lagoa do Tocantins";-;-;-;1;-;-;-;1;-;-;2
"171200 Lajeado";1;-;1;-;1;-;1;-;-;-;4
"171215 Lavandeira";-;-;-;-;1;-;-;2;2;-;5
"171240 Lizarda";1;-;-;-;-;-;1;-;3;1;6
"171245 Luzinópolis";1;-;-;-;-;-;2;-;-;3;6
"171250 Marianópolis do Tocantins";-;1;-;-;1;-;1;3;-;1;7
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;1;-;1;2
"171320 Miracema do Tocantins";9;2;-;5;7;5;5;17;11;14;75
"171330 Miranorte";2;-;1;3;2;3;4;3;16;8;42
"171360 Monte do Carmo";-;1;-;-;2;1;-;3;5;5;17
"171370 Monte Santo do Tocantins";-;-;-;-;-;-;-;-;2;1;3
"171395 Muricilândia";-;-;-;1;1;1;-;-;2;-;5
"171420 Natividade";3;-;1;2;4;4;4;3;4;7;32
"171430 Nazaré";2;-;-;-;3;3;1;5;2;2;18
"171488 Nova Olinda";1;-;1;2;3;2;3;3;4;5;24
"171500 Nova Rosalândia";-;-;-;-;-;1;2;-;1;1;5
"171510 Novo Acordo";2;2;2;-;-;-;2;-;1;3;12
"171515 Novo Alegre";-;2;-;-;-;2;-;-;2;-;6
"171525 Novo Jardim";-;-;-;-;-;1;-;1;2;-;4
"172100 Palmas";106;20;14;45;28;29;45;38;42;33;400
"171570 Palmeirante";3;-;-;-;-;1;-;1;1;4;10
"171380 Palmeiras do Tocantins";-;-;1;-;-;1;-;-;1;1;4
"171575 Palmeirópolis";5;-;-;1;-;3;3;6;5;7;30
"171610 Paraíso do Tocantins";18;5;-;6;7;5;17;10;17;23;108
"171620 Paranã";2;1;-;3;1;2;1;2;3;5;20
"171630 Pau D'Arco";1;-;-;-;-;-;-;4;2;2;9
"171650 Pedro Afonso";3;1;-;-;-;-;5;3;6;8;26
"171660 Peixe";2;-;1;-;5;-;1;5;7;4;25
"171665 Pequizeiro";-;-;-;3;1;-;1;-;4;-;9
"171700 Pindorama do Tocantins";1;-;-;1;-;-;1;2;-;-;5
"171720 Piraquê";1;-;-;-;2;1;1;-;1;-;6
"171750 Pium";-;-;-;-;-;-;1;-;1;2;4
