 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1995
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110026 Rio Crespo";-;-;-;-;2;-;-;2;-;-;4
"110028 Rolim de Moura";36;8;14;12;7;8;21;33;32;20;191
"110029 Santa Luzia D'Oeste";2;2;-;6;8;2;4;8;2;4;38
"110032 São Miguel do Guaporé";4;-;-;-;2;2;6;4;4;-;22
"110150 Seringueiras";4;4;-;4;2;11;4;5;-;4;38
"110160 Theobroma";2;-;-;2;2;4;-;-;2;-;12
"110170 Urupá";-;2;-;-;2;-;-;-;-;-;4
"110180 Vale do Paraíso";-;-;-;4;-;6;-;8;8;-;26
"110030 Vilhena";66;18;9;22;20;13;37;41;33;18;277
"120001 Acrelândia";2;-;-;2;1;-;1;1;2;3;12
"120005 Assis Brasil";-;-;1;-;-;-;1;-;-;-;2
"120010 Brasiléia";10;1;3;6;3;6;8;10;10;10;67
"120013 Bujari";1;1;-;-;-;-;2;-;1;1;6
"120017 Capixaba";1;-;-;-;-;-;-;1;-;-;2
"120020 Cruzeiro do Sul";41;24;15;25;15;27;25;29;47;48;296
"120025 Epitaciolândia";3;-;-;-;-;3;2;3;4;4;19
"120030 Feijó";19;5;2;4;3;5;2;3;7;7;57
"120032 Jordão";1;-;-;-;-;-;-;-;-;-;1
"120033 Mâncio Lima";1;-;-;2;-;-;-;1;-;4;8
"120034 Manoel Urbano";2;-;-;-;-;-;-;-;1;1;4
"120035 Marechal Thaumaturgo";-;-;1;-;-;-;-;1;-;-;2
"120038 Plácido de Castro";6;3;-;7;2;3;3;5;6;9;44
"120040 Rio Branco";278;59;56;117;115;125;121;193;180;176;1420
"120042 Rodrigues Alves";-;-;-;-;1;-;-;-;-;-;1
"120043 Santa Rosa do Purus";1;-;-;-;-;-;-;-;1;-;2
"120050 Sena Madureira";9;3;-;4;4;3;4;12;15;19;73
"120045 Senador Guiomard";1;-;-;-;2;1;-;-;1;1;6
"120060 Tarauacá";-;-;2;4;2;3;4;2;1;6;24
"120070 Xapuri";1;-;3;1;-;2;4;5;9;8;33
"130002 Alvarães";1;2;-;-;1;-;-;-;1;-;5
"130010 Anori";1;-;-;1;1;-;-;-;-;1;4
"130014 Apuí";7;4;-;1;3;6;6;2;4;1;34
"130020 Atalaia do Norte";3;-;1;2;2;-;1;2;1;-;12
"130030 Autazes";1;-;-;1;-;2;2;6;4;4;20
"130040 Barcelos";-;-;-;-;1;-;1;1;2;-;5
"130050 Barreirinha";-;1;-;1;-;-;-;-;1;-;3
"130063 Beruri";4;-;1;1;1;-;-;3;1;2;13
"130068 Boa Vista do Ramos";1;-;1;-;-;-;-;-;4;6;12
"130070 Boca do Acre";2;3;-;1;3;2;7;11;14;8;51
"130083 Caapiranga";-;-;-;-;1;-;-;-;-;-;1
"130090 Canutama";5;2;-;1;1;-;1;3;3;2;18
"130100 Carauari";35;6;7;9;8;10;4;4;4;10;97
"130110 Careiro";-;-;4;2;-;3;1;5;4;2;21
"130115 Careiro da Várzea";-;-;-;-;-;-;-;-;1;1;2
"130120 Coari";11;1;3;-;3;3;5;5;6;7;44
"130130 Codajás";7;2;-;3;3;2;3;5;7;6;38
"130140 Eirunepé";-;-;-;-;-;-;1;-;-;-;1
"130150 Envira";8;2;-;3;2;4;3;4;5;3;34
"130165 Guajará";2;-;-;-;1;1;7;4;1;2;18
"130170 Humaitá";24;3;2;2;2;9;3;11;21;13;90
"130180 Ipixuna";1;-;-;-;-;-;-;-;2;1;4
"130185 Iranduba";-;-;1;1;3;2;-;-;-;-;7
"130190 Itacoatiara";57;10;4;13;14;10;33;27;32;47;247
"130195 Itamarati";1;1;3;1;-;1;-;-;-;-;7
"130200 Itapiranga";1;-;-;1;3;-;2;3;2;4;16
"130210 Japurá";-;-;-;-;-;-;1;-;-;-;1
"130230 Jutaí";-;-;-;-;1;1;-;1;-;-;3
"130240 Lábrea";30;5;6;10;5;7;6;10;13;7;99
"130250 Manacapuru";18;2;2;5;14;10;18;23;26;28;146
"130260 Manaus";1483;234;226;482;469;550;613;833;821;710;6421
"130270 Manicoré";-;3;1;4;2;4;2;4;13;11;44
"130280 Maraã";-;-;-;-;-;-;2;-;-;-;2
"130290 Maués";4;3;4;3;6;-;9;16;30;28;103
"130300 Nhamundá";4;7;1;1;2;2;2;2;11;9;41
"130310 Nova Olinda do Norte";2;1;-;1;-;-;-;-;-;-;4
"130320 Novo Airão";-;-;-;-;-;-;-;1;-;-;1
"130330 Novo Aripuanã";7;2;2;-;1;3;-;3;3;4;25
"130340 Parintins";15;8;2;9;12;11;22;35;55;72;241
"130353 Presidente Figueiredo";-;-;1;1;2;-;-;-;-;-;4
"130356 Rio Preto da Eva";-;-;-;1;1;1;-;-;-;-;3
"130360 Santa Isabel do Rio Negro";1;1;-;1;1;1;-;-;-;-;5
"130380 São Gabriel da Cachoeira";16;6;4;6;2;6;6;10;5;6;67
"130390 São Paulo de Olivença";7;3;1;4;4;1;2;7;4;3;36
"130395 São Sebastião do Uatumã";-;-;1;-;1;1;-;-;-;-;3
"130400 Silves";-;-;-;-;-;1;-;1;2;-;4
"130406 Tabatinga";18;10;3;6;6;7;6;4;-;4;64
"130410 Tapauá";3;-;-;-;1;1;1;1;1;1;9
"130420 Tefé";9;1;-;4;7;4;5;5;20;16;71
"130426 Uarini";-;-;-;1;-;-;-;-;1;-;2
"130430 Urucará";4;-;-;-;-;1;-;1;-;-;6
"130440 Urucurituba";-;-;-;-;-;-;-;1;-;1;2
"130000 Município ignorado - AM";-;-;-;-;-;1;1;-;1;1;4
"140005 Alto Alegre";1;2;-;4;3;4;2;1;-;1;18
"140010 Boa Vista";198;48;26;84;77;71;68;85;91;74;822
"140015 Bonfim";-;2;-;3;2;3;4;1;2;1;18
"140020 Caracaraí";3;3;-;4;5;-;1;3;4;3;26
"140030 Mucajaí";-;-;-;2;4;4;3;-;-;2;15
"140040 Normandia";1;1;-;-;1;1;-;2;-;1;7
"140050 São João da Baliza";-;-;-;-;-;2;3;2;1;-;8
"140060 São Luiz";-;1;1;4;-;1;1;-;3;1;12
"150010 Abaetetuba";67;19;11;12;25;28;29;39;56;89;375
"150013 Abel Figueiredo";-;-;-;-;-;-;1;-;1;-;2
"150020 Acará";-;-;-;-;1;1;1;-;2;-;5
"150030 Afuá";-;3;2;1;1;1;-;2;-;2;12
"150034 Água Azul do Norte";-;-;1;-;-;-;1;-;-;1;3
"150040 Alenquer";6;1;2;6;8;12;11;20;21;27;114
"150050 Almeirim";-;-;-;-;-;2;-;-;-;-;2
"150060 Altamira";102;27;5;26;37;39;22;39;35;28;360
"150070 Anajás";2;1;-;-;-;-;-;1;-;1;5
"150080 Ananindeua";35;24;22;55;56;55;73;95;114;122;651
"150090 Augusto Corrêa";3;1;-;1;2;2;3;10;22;16;60
"150095 Aurora do Pará";1;-;-;1;1;-;5;3;3;1;15
"150100 Aveiro";-;-;-;-;1;-;-;-;-;3;4
"150110 Bagre";6;2;-;2;1;-;1;2;5;3;22
"150120 Baião";8;-;-;1;2;-;3;4;5;16;39
"150130 Barcarena";1;1;3;4;3;2;9;8;1;3;35
"150140 Belém";1016;165;181;480;487;590;847;1153;1205;1182;7306
"150150 Benevides";-;-;3;1;3;2;-;3;2;4;18
"150157 Bom Jesus do Tocantins";1;-;-;-;-;-;1;-;-;-;2
"150160 Bonito";-;-;-;-;-;2;1;5;2;3;13
"150170 Bragança";2;1;6;10;14;18;21;60;74;84;290
"150172 Brasil Novo";7;3;1;4;4;-;2;5;1;4;31
"150175 Brejo Grande do Araguaia";1;-;-;1;2;-;-;1;1;1;7
"150178 Breu Branco";-;-;-;2;2;5;1;-;1;1;12
"150180 Breves";63;22;7;11;17;18;8;20;28;41;235
"150190 Bujaru";-;-;-;2;1;2;2;8;5;9;29
"150200 Cachoeira do Arari";3;-;-;1;1;-;2;7;6;11;31
"150210 Cametá";4;2;-;2;-;1;1;3;6;14;33
"150220 Capanema";11;7;5;15;13;12;21;32;40;61;217
"150230 Capitão Poço";32;7;2;4;10;7;5;13;15;17;112
"150240 Castanhal";83;16;13;41;33;49;49;79;92;98;553
"150250 Chaves";-;-;-;-;-;-;-;2;-;1;3
"150260 Colares";1;-;-;2;-;2;4;4;5;8;26
"150270 Conceição do Araguaia";13;2;-;2;9;6;14;12;16;12;86
"150275 Concórdia do Pará";6;4;2;2;5;1;4;2;6;9;41
"150276 Cumaru do Norte";-;-;-;-;2;1;-;-;-;-;3
"150277 Curionópolis";-;-;-;1;2;3;2;2;3;2;15
"150280 Curralinho";3;4;-;-;1;3;1;1;2;17;32
"150290 Curuçá";2;-;-;1;2;3;5;12;15;10;50
"150293 Dom Eliseu";-;-;3;4;7;4;7;4;6;3;38
"150295 Eldorado do Carajás";-;-;-;3;3;1;2;2;6;1;18
"150300 Faro";1;-;-;-;-;-;-;-;-;1;2
"150307 Garrafão do Norte";6;3;-;2;5;4;2;5;5;1;33
"150309 Goianésia do Pará";1;-;-;1;6;3;2;4;-;-;17
"150310 Gurupá";12;-;4;5;2;1;-;-;3;8;35
"150320 Igarapé-Açu";28;2;1;9;5;4;11;16;19;41;136
"150330 Igarapé-Miri";-;1;1;1;-;1;2;3;9;14;32
"150340 Inhangapi";1;2;-;1;2;1;3;3;6;6;25
"150345 Ipixuna do Pará";4;1;2;-;1;4;-;3;1;4;20
"150350 Irituia";-;-;-;1;-;3;7;5;10;9;35
"150360 Itaituba";7;5;-;8;7;2;4;15;5;5;58
"150370 Itupiranga";1;3;-;-;2;1;3;2;-;1;13
"150375 Jacareacanga";1;1;1;1;-;-;-;-;-;-;4
"150380 Jacundá";2;-;2;14;16;7;7;11;11;7;77
"150390 Juruti";5;1;-;2;1;2;2;6;11;15;45
"150400 Limoeiro do Ajuru";1;1;1;-;-;1;1;1;3;5;14
"150405 Mãe do Rio";18;2;-;2;7;6;11;16;11;15;88
"150410 Magalhães Barata";1;-;-;-;2;1;2;8;2;5;21
"150420 Marabá";62;26;22;47;46;57;66;69;66;66;527
"150430 Maracanã";2;1;1;2;2;2;5;9;11;24;59
"150440 Marapanim";4;3;3;1;3;1;1;2;5;14;37
"150445 Medicilândia";7;1;-;3;3;1;3;2;4;2;26
"150450 Melgaço";2;1;1;-;-;1;-;2;3;-;10
"150470 Moju";13;5;5;5;2;5;7;8;12;20;82
"150480 Monte Alegre";24;3;2;5;6;17;14;34;27;31;163
"150490 Muaná";7;6;2;1;1;2;5;7;14;20;65
"150495 Nova Esperança do Piriá";-;-;-;1;2;1;4;3;2;-;13
"150500 Nova Timboteua";1;2;-;1;3;2;3;6;7;10;35
"150506 Novo Repartimento";5;2;1;7;8;6;5;8;3;1;46
"150510 Óbidos";4;-;1;3;3;4;2;10;8;14;49
"150520 Oeiras do Pará";-;1;1;-;-;-;1;2;7;6;18
"150530 Oriximiná";35;5;-;6;9;7;19;13;28;36;158
"150540 Ourém";5;2;2;2;4;3;6;7;13;8;52
"150543 Ourilândia do Norte";-;-;-;1;1;-;2;3;-;1;8
"150548 Pacajá";1;1;-;2;-;2;6;4;6;1;23
"150549 Palestina do Pará";-;-;-;-;3;1;-;1;-;-;5
"150550 Paragominas";70;17;11;26;19;24;11;17;11;12;218
"150553 Parauapebas";29;5;3;11;19;14;14;14;4;6;119
"150555 Pau D'Arco";-;-;1;1;-;1;-;-;-;-;3
"150560 Peixe-Boi";-;1;-;-;1;1;-;2;-;2;7
"150570 Ponta de Pedras";2;-;-;2;-;5;4;5;9;14;41
"150580 Portel";11;2;1;1;5;2;3;5;12;10;52
"150590 Porto de Moz";11;4;2;4;-;2;1;6;5;4;39
"150600 Prainha";1;1;-;-;-;-;-;1;1;4;8
"150610 Primavera";9;2;1;1;5;4;7;14;18;22;83
"150613 Redenção";54;15;8;31;35;29;24;37;21;11;265
"150616 Rio Maria";12;3;2;6;6;4;18;6;8;3;68
"150618 Rondon do Pará";6;1;1;5;3;10;9;13;7;8;63
"150619 Rurópolis";16;1;2;5;7;3;4;13;9;3;63
"150620 Salinópolis";24;7;3;6;6;5;5;14;17;29;116
"150630 Salvaterra";7;1;-;-;-;1;3;5;6;13;36
"150640 Santa Cruz do Arari";1;-;-;-;1;-;1;1;1;3;8
"150650 Santa Izabel do Pará";70;11;14;15;18;16;17;28;33;38;260
"150655 Santa Luzia do Pará";7;-;2;3;5;3;7;9;2;11;49
"150658 Santa Maria das Barreiras";1;1;-;1;4;3;2;1;2;-;15
"150660 Santa Maria do Pará";2;-;1;1;4;5;6;11;12;13;55
"150670 Santana do Araguaia";-;-;-;1;1;2;1;1;-;-;6
"150680 Santarém";120;46;24;75;69;64;72;143;155;179;947
"150690 Santarém Novo";3;-;2;2;1;1;1;3;1;2;16
"150700 Santo Antônio do Tauá";1;2;-;4;1;1;2;6;13;10;40
"150710 São Caetano de Odivelas";5;1;-;3;-;1;1;9;2;16;38
"150715 São Domingos do Araguaia";-;1;-;-;1;1;-;1;1;1;6
"150720 São Domingos do Capim";-;-;-;3;2;1;1;5;3;13;28
"150730 São Félix do Xingu";2;3;1;2;4;6;8;7;6;-;39
"150740 São Francisco do Pará";1;-;-;1;3;1;-;4;5;8;23
"150745 São Geraldo do Araguaia";-;-;-;-;1;1;2;-;3;-;7
"150747 São João de Pirabas";7;-;-;3;-;5;5;7;14;16;57
"150750 São João do Araguaia";-;-;-;-;2;1;-;1;2;1;7
"150760 São Miguel do Guamá";29;6;3;8;7;15;8;5;3;7;91
"150770 São Sebastião da Boa Vista";6;6;1;2;1;3;2;3;3;18;45
"150780 Senador José Porfírio";-;-;-;1;-;2;5;2;1;-;11
"150790 Soure";17;7;2;10;6;6;16;7;18;15;104
"150795 Tailândia";1;1;1;3;3;6;2;4;2;1;24
"150796 Terra Alta";-;-;-;-;-;-;-;1;-;3;4
"150797 Terra Santa";8;3;-;-;2;3;4;5;5;17;47
"150800 Tomé-Açu";1;-;2;3;9;8;7;13;13;7;63
"150808 Tucumã";1;-;-;3;5;8;4;4;2;2;29
"150810 Tucuruí";21;10;9;12;19;13;18;23;27;18;170
"150812 Ulianópolis";3;1;2;5;3;-;1;1;1;-;17
"150815 Uruará";6;2;2;2;5;7;6;6;5;3;44
"150820 Vigia";24;9;4;5;6;5;15;16;27;32;143
"150830 Viseu";-;-;-;-;2;-;-;-;1;-;3
"150835 Vitória do Xingu";4;1;-;-;3;-;-;1;3;3;15
"150840 Xinguara";-;-;3;8;10;19;13;17;9;7;86
"150000 Município ignorado - PA";-;-;-;-;1;-;-;-;1;-;2
"160020 Calçoene";-;-;-;1;-;-;1;-;-;-;2
"160021 Cutias";-;-;-;-;1;-;-;-;-;-;1
"160023 Ferreira Gomes";-;-;-;-;1;-;-;-;-;1;2
"160025 Itaubal";-;-;-;1;-;-;-;-;-;1;2
"160030 Macapá";329;54;63;107;92;91;94;131;128;179;1268
"160050 Oiapoque";-;-;-;2;1;-;1;-;2;1;7
"160015 Pedra Branca do Amapari";-;-;1;-;1;-;-;-;1;-;3
"160053 Porto Grande";2;1;1;1;1;2;1;1;2;2;14
"160055 Pracuúba";-;-;-;-;1;-;-;-;-;-;1
"160060 Santana";13;3;7;13;10;5;11;9;13;28;112
"160005 Serra do Navio";2;-;-;1;-;-;2;1;-;-;6
"160070 Tartarugalzinho";-;1;-;-;-;-;-;-;-;-;1
"170035 Aliança do Tocantins";1;-;-;-;1;1;6;4;5;3;21
"170040 Almas";-;-;-;-;1;1;-;-;1;2;5
"170070 Alvorada";4;-;1;4;3;2;4;5;8;11;42
"170100 Ananás";-;-;-;1;1;1;-;5;3;8;19
"170105 Angico";-;-;-;-;-;-;2;-;-;2;4
"170110 Aparecida do Rio Negro";-;-;-;-;-;-;2;1;-;4;7
"170130 Aragominas";-;-;-;1;-;2;1;-;-;1;5
"170190 Araguacema";-;1;-;2;-;-;2;1;5;11;22
"170200 Araguaçu";2;-;3;2;2;2;3;6;7;6;33
"170210 Araguaína";110;22;17;48;49;66;78;82;87;78;637
"170215 Araguanã";1;-;-;-;-;-;-;-;-;-;1
"170220 Araguatins";3;2;1;8;1;3;7;12;10;12;59
"170230 Arapoema";2;-;-;2;5;3;3;5;2;6;28
"170240 Arraias";2;-;-;-;1;2;1;1;2;1;10
"170255 Augustinópolis";36;9;2;1;4;8;14;13;16;5;108
"170270 Aurora do Tocantins";-;-;-;-;-;1;1;2;1;1;6
"170290 Axixá do Tocantins";-;-;-;-;-;2;1;1;1;-;5
"170300 Babaçulândia";-;-;-;-;1;-;-;1;-;1;3
"170310 Barrolândia";-;-;-;1;-;-;-;5;1;2;9
"170320 Bernardo Sayão";-;-;-;-;-;-;1;-;-;-;1
"170330 Bom Jesus do Tocantins";-;-;-;1;-;2;-;1;1;2;7
"170370 Brejinho de Nazaré";1;1;-;2;3;2;-;-;2;5;16
"170380 Buriti do Tocantins";-;-;-;-;-;-;-;-;-;1;1
"170382 Cachoeirinha";1;-;-;1;1;-;1;1;-;-;5
"170386 Cariri do Tocantins";2;1;-;-;-;-;1;1;1;3;9
"170388 Carmolândia";-;-;-;-;1;2;1;-;-;-;4
"170389 Carrasco Bonito";-;-;-;-;-;-;-;1;-;-;1
"170390 Caseara";-;-;-;1;-;1;-;-;-;-;2
"170410 Centenário";-;-;-;-;-;-;-;-;-;1;1
"170550 Colinas do Tocantins";8;5;4;11;9;19;14;25;23;14;132
"171670 Colméia";4;-;1;1;1;2;5;4;7;7;32
"170555 Combinado";2;-;-;1;-;1;1;3;4;3;15
"170600 Couto Magalhães";-;-;-;1;-;2;1;1;1;2;8
"170610 Cristalândia";1;-;-;-;2;5;3;4;4;6;25
"170650 Darcinópolis";-;-;-;-;-;1;1;-;1;1;4
"170700 Dianópolis";-;-;-;-;-;-;1;1;-;-;2
"170710 Divinópolis do Tocantins";-;-;-;-;-;-;1;-;-;1;2
"170720 Dois Irmãos do Tocantins";-;-;-;-;-;2;3;4;4;2;15
"170730 Dueré";-;-;1;-;1;2;2;-;2;3;11
"170755 Fátima";-;-;-;2;3;2;1;-;2;-;10
"170765 Figueirópolis";-;-;1;2;-;1;3;1;7;4;19
"170770 Filadélfia";-;-;-;2;-;1;5;6;3;5;22
"170820 Formoso do Araguaia";3;2;3;3;4;7;6;2;4;5;39
"170825 Fortaleza do Tabocão";-;1;-;-;-;-;-;1;1;-;3
"170830 Goianorte";-;-;-;-;2;-;-;1;1;1;5
"170900 Goiatins";-;-;-;-;1;1;5;11;9;8;35
"170930 Guaraí";-;-;-;3;-;1;6;6;5;5;26
"170950 Gurupi";59;8;18;35;31;35;38;52;60;39;375
"171050 Itacajá";-;-;-;-;-;1;2;1;2;6;12
"171090 Itapiratins";-;-;-;-;-;-;-;1;-;-;1
"171110 Itaporã do Tocantins";2;-;-;-;3;-;-;1;1;1;8
"171150 Jaú do Tocantins";-;-;-;1;1;1;-;-;-;-;3
"171180 Juarina";-;-;-;-;-;-;-;1;-;-;1
"171190 Lagoa da Confusão";-;-;-;3;-;1;3;-;2;-;9
"171200 Lajeado";-;-;-;-;-;1;1;-;-;1;3
"171250 Marianópolis do Tocantins";-;-;-;-;-;-;1;1;-;-;2
"171320 Miracema do Tocantins";9;-;1;2;3;5;6;9;13;26;74
"171330 Miranorte";2;-;-;-;3;1;2;-;5;3;16
"171360 Monte do Carmo";1;-;-;1;2;-;1;2;1;1;9
"171395 Muricilândia";-;-;-;-;1;2;1;3;1;2;10
"171420 Natividade";-;-;-;1;3;2;4;3;3;11;27
"171430 Nazaré";-;-;-;-;-;-;-;1;1;1;3
"171488 Nova Olinda";-;1;-;3;2;1;1;-;-;-;8
"171500 Nova Rosalândia";-;-;-;1;2;2;-;1;3;2;11
"171515 Novo Alegre";-;-;-;-;-;-;-;1;-;-;1
"172100 Palmas";30;8;11;15;9;24;25;15;17;15;169
"171380 Palmeiras do Tocantins";-;-;-;-;-;-;1;-;-;-;1
"171575 Palmeirópolis";2;1;1;-;2;1;2;2;3;1;15
"171610 Paraíso do Tocantins";41;5;1;7;8;10;15;17;18;19;141
"171620 Paranã";1;1;-;-;2;6;7;2;4;12;35
"171630 Pau D'Arco";-;-;-;2;-;6;7;2;-;1;18
"171650 Pedro Afonso";-;-;-;2;-;1;1;5;14;7;30
"171660 Peixe";3;1;-;3;1;3;6;6;4;8;35
"171665 Pequizeiro";-;-;-;-;-;-;-;1;2;2;5
"171700 Pindorama do Tocantins";-;-;-;-;-;2;-;2;3;2;9
"171720 Piraquê";-;-;1;-;-;-;1;1;-;-;3
"171750 Pium";-;-;1;-;-;1;1;2;-;-;5
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;1;1;4;1;3;10
"171790 Ponte Alta do Tocantins";1;-;-;-;-;-;2;1;4;6;14
"171800 Porto Alegre do Tocantins";-;-;-;-;-;-;-;1;1;2;4
"171820 Porto Nacional";53;12;5;8;14;18;29;39;36;38;252
"171830 Praia Norte";5;1;-;-;-;2;1;-;-;1;10
"171840 Presidente Kennedy";-;-;-;2;-;-;2;1;2;1;8
"171855 Riachinho";-;-;-;-;-;-;-;-;1;1;2
"171865 Rio da Conceição";-;-;-;-;-;-;-;-;-;1;1
"171870 Rio dos Bois";-;-;-;-;-;-;-;-;1;1;2
"171875 Rio Sono";-;-;-;-;-;1;-;-;-;-;1
"171880 Sampaio";-;-;-;2;-;1;3;6;-;-;12
"171884 Sandolândia";-;-;2;-;2;2;-;1;2;1;10
"171886 Santa Fé do Araguaia";-;-;-;1;2;-;-;-;-;-;3
"171888 Santa Maria do Tocantins";-;-;-;-;-;1;-;-;-;1;2
"171900 Santa Tereza do Tocantins";-;-;-;-;-;3;-;-;-;2;5
"172010 São Bento do Tocantins";-;-;-;-;-;-;1;2;-;1;4
"172020 São Miguel do Tocantins";1;-;-;-;-;-;-;-;-;-;1
"172025 São Salvador do Tocantins";-;-;-;-;1;-;-;-;-;-;1
"172030 São Sebastião do Tocantins";-;-;-;-;-;1;1;1;1;-;4
"172049 São Valério";-;-;-;3;1;1;1;1;3;3;13
"172065 Silvanópolis";2;-;-;-;1;1;1;-;4;7;16
"172080 Sítio Novo do Tocantins";-;-;-;-;1;-;2;4;3;1;11
"172090 Taguatinga";1;1;1;3;1;2;5;3;8;7;32
"172110 Tocantínia";-;-;-;3;-;-;-;1;-;4;8
"172120 Tocantinópolis";3;1;1;1;2;5;5;11;14;28;71
"172130 Tupiratins";-;-;-;-;-;-;-;1;-;1;2
"172208 Wanderlândia";-;-;1;-;-;-;-;2;1;1;5
"172210 Xambioá";9;5;3;2;7;7;9;11;16;19;88
"170000 Município ignorado - TO";-;1;-;1;-;-;1;1;1;-;5
"210005 Açailândia";43;14;9;25;28;21;29;34;38;31;272
"210020 Alcântara";-;-;-;-;-;-;-;1;-;-;1
"210030 Aldeias Altas";-;-;1;3;2;7;8;6;18;8;53
"210040 Altamira do Maranhão";-;-;-;1;-;-;3;4;4;3;15
"210060 Amarante do Maranhão";-;1;2;5;7;8;8;5;6;7;49
"210080 Anapurus";-;-;-;2;1;-;-;2;4;8;17
"210090 Araioses";-;-;-;-;-;1;1;2;2;3;9
"210095 Arame";-;-;-;-;-;1;2;4;-;-;7
"210110 Axixá";-;-;-;2;2;2;2;4;3;9;24
"210120 Bacabal";42;12;3;15;18;27;27;46;52;43;285
"210130 Bacuri";1;-;-;-;-;-;-;-;-;-;1
"210140 Balsas";2;-;1;3;9;10;14;19;16;36;110
"210150 Barão de Grajaú";1;-;-;-;1;1;-;5;3;2;13
"210160 Barra do Corda";4;1;2;2;21;13;26;32;30;54;185
"210170 Barreirinhas";-;1;-;1;6;3;5;14;21;21;72
"210200 Bom Jardim";22;9;1;5;17;18;15;13;20;16;136
"210210 Brejo";16;7;3;5;3;8;16;19;19;29;125
"210220 Buriti";9;3;1;4;3;1;7;8;14;26;76
"210230 Buriti Bravo";-;-;1;1;2;1;4;2;1;1;13
"210240 Cajapió";-;-;-;-;-;-;1;-;-;-;1
"210260 Cândido Mendes";4;1;2;-;-;1;-;-;-;-;8
"210270 Cantanhede";-;1;-;-;-;-;-;-;-;-;1
"210280 Carolina";-;-;-;-;-;-;-;-;1;-;1
"210290 Carutapera";1;-;-;-;1;2;1;2;-;5;12
"210300 Caxias";17;4;6;14;29;38;49;60;99;117;433
"210320 Chapadinha";2;-;1;5;10;14;19;17;21;35;124
"210330 Codó";41;5;5;14;14;22;48;39;65;50;303
"210340 Coelho Neto";-;-;-;-;-;1;1;3;8;1;14
"210350 Colinas";12;3;-;4;22;11;14;13;21;19;119
"210360 Coroatá";-;-;2;9;22;25;25;30;44;45;202
"210370 Cururupu";4;4;1;2;1;1;3;8;4;6;34
"210380 Dom Pedro";-;-;-;3;5;6;6;9;11;7;47
"210390 Duque Bacelar";2;1;-;2;-;2;1;2;3;6;19
